anchor_token,spearman_r,p_value,n_pairs
 thin,-0.004306932570287643,0.9238530506656725,495
 York,-0.0034962926122233625,0.8764449459365032,1980
 In,-0.003310421546029246,0.9258903497189395,792
 brought,-0.00324638664992949,0.9555716892447691,297
IM,-0.0030042922386789316,0.9588818265629312,297
ic,-0.002876755821499529,0.877550836870196,2871
ath,-0.002728993671136785,0.9626468157409446,297
 air,-0.0026773101741673906,0.9363926230467174,891
 data,-0.0024731792595587923,0.9021251944024744,2475
 campaign,-0.002387629760298399,0.9499729710779863,693
 language,-0.002355942986900885,0.9472205990644256,792
"),",-0.002327538749750264,0.919646080827056,1881
 died,-0.002317535682010926,0.9589815853988217,495
 architect,-0.002159698140854255,0.9658277691788847,396
get,-0.0020969926034124778,0.959325085227625,594
 phones,-0.002084820915265234,0.9670118433883726,396
 /,-0.0015879035491496976,0.9667171623995848,693
ils,-0.0014544597554140897,0.9800868543583705,297
.”,-0.0013386940135569178,0.951357234129515,2079
 fund,-0.0012704463533634077,0.9826057733163075,297
 home,-0.0011599196970230221,0.9389952559252821,4356
 human,-0.0011026706756038633,0.9849025686592012,297
 display,-0.0010984452968059435,0.9849604144295822,297
 Him,-0.0010625877831649893,0.9854513097671244,297
 news,-0.0010164220399866448,0.9581099497934417,2673
 order,-0.0009287036644760391,0.9755789474819581,1089
 engine,-0.0008929877103801448,0.9877732341746092,297
 chat,-0.000844209458310905,0.9884410569758493,297
 readers,-0.0008206265620269493,0.9887639332073269,297
 company,-0.0005867108225033908,0.976726014950588,2475
 League,-0.0005120778179481759,0.989263942072001,693
 signed,-0.00041484673015011476,0.9934340829263633,396
 Rose,-0.00025375238217418406,0.9936376995519525,990
 ones,-0.0002294163223319591,0.9959377585451082,495
 updates,-0.0001255072429330971,0.9975645140405619,594
per,0.00029567889684852845,0.9959514314313981,297
 area,0.00032204562654690363,0.9907909483975643,1287
ara,0.0003992383552501761,0.9936811166177516,396
one,0.0004125345458668282,0.9901888885733203,891
 workers,0.0005641057646832835,0.992276096962589,297
 remove,0.0005715573547101668,0.9921740708212082,297
 link,0.0006822291913624993,0.9867618305654989,594
 Your,0.000700384604616762,0.9904102074624374,297
 effect,0.0013796301929300974,0.9732330477102525,594
 Network,0.0015417221159404026,0.9559351248491853,1287
 red,0.0015955575343200655,0.9580562244185002,1089
 Library,0.0016852182676064655,0.9769283340262168,297
 expensive,0.0016921397485461542,0.9732226500545255,396
 firm,0.0018260767795156266,0.9750004988248248,297
 legislation,0.0019080621736682624,0.9662241382462284,495
 pictures,0.002092871189222542,0.9668845365143952,396
letter,0.002151316596483396,0.9705497350641284,297
 held,0.00227910441199293,0.9557961645239004,594
 Gift,0.002413650748396743,0.9669604659080475,297
 standard,0.002541522559435521,0.9507126234757034,594
ande,0.0025469259162095607,0.9651372388313473,297
ip,0.0028598485284262645,0.9400958020424326,693
 Nigeria,0.003052776339677175,0.9582188490559111,297
 pattern,0.0030773249316975774,0.9403395397787279,594
 rehabilitation,0.0032855473834187336,0.941874391215661,495
 background,0.00329901304015304,0.9478219412887464,396
 taught,0.0033527419956751714,0.9469733874411684,396
 buying,0.0034403209063382603,0.9391414269829081,495
 nice,0.0036784028524086327,0.9418314667897479,396
 icon,0.004155536298497092,0.9194978221936818,594
 Center,0.004180956688306484,0.9125164193375542,693
 account,0.004355517921187881,0.8858418453411232,1089
w,0.004550732192232386,0.9195568507236472,495
 recent,0.00456570002885017,0.9115830790115181,594
 tea,0.004699672932960776,0.9257230768620501,396
der,0.004818334497969408,0.934099635503744,297
 society,0.004846213262477827,0.9337192089291386,297
 Ser,0.004847934337278931,0.9336957240700392,297
 clean,0.004932438391001585,0.8768209816601266,990
 admission,0.004950522828134172,0.9322959612405987,297
 published,0.005083836783683996,0.9196711852769305,396
 parties,0.005089218946105327,0.919586429942515,396
 wear,0.00511681586343654,0.8787755472619798,891
 trip,0.005204680799410584,0.8637847324506643,1089
 ride,0.005285555356516937,0.9164952619259203,396
 itself,0.00537217765625038,0.9151318564252692,396
 broker,0.005611961214765512,0.9008849050747643,495
 House,0.005673184330832149,0.8328730425790131,1386
ud,0.005808339249915778,0.8974353792688424,495
cludes,0.0058728532615313946,0.8773539043710682,693
ense,0.0058981862613633005,0.9193760257266712,297
 polyester,0.005910582011451541,0.9066632864066304,396
 information,0.005939739412026066,0.7632569534335674,2574
 tones,0.005956752990759793,0.9185782174985226,297
 all,0.006256805863371272,0.6729386535833318,4554
 cards,0.006294703680902613,0.8783244600751527,594
ages,0.006423151838037104,0.9122278111800736,297
vers,0.006517151568121352,0.9109485888265642,297
 values,0.0067121433762633515,0.9082957226184935,297
um,0.006840564522694881,0.813796727406377,1188
man,0.006869900836805783,0.7719660741946386,1782
 prices,0.006972887106482373,0.8446673972552213,792
 models,0.007170625802625236,0.8403207958015315,792
 fan,0.007205526896872042,0.860886112572156,594
 Class,0.007316546955911436,0.9000793960635455,297
 products,0.00734174877617299,0.7847892678572262,1386
 debut,0.0073627550126494955,0.8838773458060716,396
 place,0.007777263781571732,0.6989602655685896,2475
 front,0.007919964150308541,0.8351359791250885,693
 own,0.0082822867154539,0.5524342988823624,5148
 waiting,0.008487457529134847,0.8505944590440958,495
 -,0.008511753318436215,0.6484734140965865,2871
 clear,0.008584245349397506,0.8489110282238739,495
ing,0.008628245315403698,0.4233321123382971,8613
 planning,0.00867907443056213,0.8328203106930482,594
 network,0.008914793664631174,0.8147815941974288,693
 initial,0.008974942124931403,0.8775922187549935,297
 feedback,0.009030037638150542,0.8768467273771616,297
 aware,0.009049873927597325,0.8408220791499805,495
 State,0.009067359894702665,0.6520783105577421,2475
 Science,0.00912827903950128,0.8243049561165299,594
 O,0.009186447251020694,0.7842131000746306,891
 exhibition,0.009264975481812378,0.8736690366649362,297
 same,0.009712561137780096,0.573230639696385,3366
 seeds,0.009727815388917494,0.8674147939013123,297
 N,0.009739521166033278,0.7843397721344795,792
 flight,0.009833899498126126,0.8453317033365398,396
 garden,0.009849709610263659,0.769060134437318,891
 storage,0.009956813736503716,0.8251153711979636,495
 companies,0.009962582552442931,0.6829688197434121,1683
ation,0.010208693798257252,0.658146723521669,1881
 packages,0.01025401570263165,0.7732507701411331,792
 Stats,0.01026506750026703,0.838641168984226,396
 HD,0.010340190439336438,0.7858371100138949,693
 impact,0.010577526429393603,0.7810450965224761,693
 idea,0.010706526726735284,0.7496155813872816,891
uc,0.0108114071339064,0.7925894943715219,594
 contrast,0.010835779607917668,0.7607674328998574,792
ive,0.010874875849312118,0.7325406950699356,990
 living,0.010976670644391338,0.757753420592029,792
ber,0.011072847663936652,0.8492878729590193,297
 Garden,0.011109258100995223,0.8255756845630221,396
 surprise,0.011137151811576552,0.8484231533429403,297
 thinking,0.011271907514448391,0.8466116375932996,297
 ratio,0.011454875321796069,0.8441533005060481,297
 cars,0.011488900911128941,0.8436963018553649,297
 shall,0.01157141051067597,0.8425883307689332,297
 Festival,0.011624694855680448,0.8176216574230772,396
 Italian,0.011869128676531617,0.8385930473315766,297
 frame,0.011896897070569479,0.8382206135738608,297
 Y,0.011914052339361892,0.7224822136920559,891
 lose,0.011935701486993425,0.8377002234826836,297
 facts,0.012028200930034056,0.836460036679947,297
 software,0.012080066312446121,0.7689051383004915,594
 debate,0.012765374631326432,0.8265910724929831,297
ants,0.01283170259809168,0.7758147504751197,495
 audience,0.012838465461499613,0.7358342181807127,693
 liability,0.012955659383450996,0.824047975182154,297
 life,0.013040918892226047,0.5083990419929861,2574
ast,0.013336484142172087,0.707849524199841,792
 straight,0.013573485427827959,0.8158037141517798,297
ral,0.01361400977417209,0.8152636556039562,297
 glass,0.013696082532913788,0.8141701587441115,297
ie,0.013730973243286195,0.6226202164645828,1287
 tub,0.01391972151874991,0.7824430720146986,396
 clients,0.013994805530602233,0.7812992030720147,396
ide,0.01422449618719801,0.624282707583121,1188
 themselves,0.014327306558872455,0.7065427906543356,693
 authorities,0.01468783459975324,0.7707637833230819,396
 able,0.014739129889358901,0.42200117666471093,2970
type,0.014812157740569676,0.641580306403277,990
ond,0.014923250907285582,0.6949358405760782,693
 views,0.01510254318391053,0.6712915132130984,792
ile,0.015164427818670854,0.7122530396382009,594
end,0.015368400090895124,0.7604586620904237,396
 trophy,0.01544078965717935,0.7318333503512714,495
 OK,0.015546487307046334,0.7577689588545431,396
 expert,0.015548606951769649,0.7577369627548918,396
 technology,0.015657742535799775,0.4651718684057382,2178
 oil,0.015700676439435686,0.7875786814453185,297
 injuries,0.015761916550067097,0.7545191711916089,396
ney,0.01577652624516486,0.6030218821258218,1089
 well,0.01604416392742641,0.3127915228775656,3960
 business,0.01629009306947872,0.45786532103874245,2079
 vortex,0.01632439874144655,0.7793532823367838,297
 risk,0.01638418271036431,0.6252609437072001,891
 industry,0.016473973810249693,0.6046524104035599,990
 Description,0.01659050579171539,0.7420605258568421,396
 woman,0.016694851868335917,0.5998166602456988,990
 Wings,0.016704899768953414,0.710826129919031,495
 fish,0.017223240894161926,0.7325916780046176,396
BA,0.017241558395575108,0.7323181525729434,396
 Bailey,0.017507648753272768,0.7638171124034614,297
ish,0.017757831710386456,0.7246229685940673,396
 options,0.017913792963427058,0.7585057931879091,297
 serve,0.017934906832760878,0.758229985571382,297
 CBD,0.018044707770688853,0.7203588987336993,396
 charged,0.01804644572791908,0.7203330923056106,396
 Setup,0.018218990532710852,0.6576667931107586,594
 Academy,0.01827756312555947,0.7169041342913397,396
 investing,0.018377913652146204,0.7154170537187268,396
 mountains,0.01857868416752251,0.7498352583818997,297
 importance,0.018938704231271444,0.7071267089772941,396
 possible,0.019100179718934664,0.5483272172992966,990
light,0.019142444946797656,0.614922646709407,693
 real,0.01941948828378859,0.43990800846711225,1584
 observations,0.019560927253468377,0.7370839183989799,297
 representation,0.019652113217732914,0.6966300693417545,396
 ice,0.019863523074184028,0.601661521997887,693
 UK,0.0198695604836568,0.53233016563797,990
 annual,0.020278208322360568,0.5687885206702632,792
 Herm,0.020416343645494776,0.6854495688272535,396
 eyes,0.020802035003958892,0.679832762285016,396
 stone,0.02083400226050823,0.5840200111475703,693
 return,0.020903380126989037,0.6426866100489067,495
’,0.021271685195140472,1.4050645988001361e-05,41679
el,0.021422547435248386,0.3530987717372173,1881
 games,0.02148730419053955,0.5218076264940662,891
 behalf,0.02185391983332106,0.7076007909576355,297
 changes,0.02197686837215636,0.5368511534611902,792
ies,0.02221001564925248,0.42597190744888785,1287
 ($,0.0223146040936589,0.701727960835003,297
 Points,0.02234840839169062,0.6198763615263585,495
 Area,0.0225629928523263,0.6544162595412555,396
 Muslim,0.02261693230863212,0.6156766520151835,495
 Day,0.022617119556490928,0.40014565436552335,1386
 Web,0.022662386801336056,0.47631246949103917,990
 existing,0.02274806080706211,0.6136303440975522,495
nie,0.02282261167527333,0.6952723499587328,297
 designed,0.02298092432697545,0.4486907181137983,1089
 History,0.023017902475184863,0.4479608597920734,1089
EC,0.02307731513648625,0.647065927347741,396
 sports,0.023146759095075665,0.6074269717424373,495
 Swift,0.02342099980391,0.6876963373544562,297
 team,0.023739248915811865,0.07984784568825748,5445
 attack,0.02405270274123953,0.6797322542768811,297
 Centre,0.024101548388090064,0.6325305763941409,396
 unknown,0.024122140517520967,0.6788589750692978,297
 Analog,0.024170123521042267,0.6315623473543243,396
 pieces,0.02455071997670867,0.5858083822042347,495
ots,0.024727287552504383,0.6712666470884295,297
 River,0.025152726778367895,0.4796570310510893,792
18,0.02517425539157697,0.47928097762307653,792
 side,0.025270270601304802,0.330482292338957,1485
ize,0.02540980787190772,0.6141687886745448,396
ut,0.025925326833621934,0.46626261098059646,792
pping,0.025939370025971062,0.5647825663217398,495
 ages,0.025997263979947425,0.6060005182025681,396
 cuts,0.026070986623828528,0.4932218671366783,693
 bag,0.02621082557769758,0.6030431049290108,396
 Radio,0.026455047055944897,0.4302858129476133,891
 weight,0.02662319949015867,0.5172361259002977,594
 step,0.02664530180548043,0.5970465164277754,396
 time,0.02669652970497908,0.01615414807841259,8118
 Griffin,0.026878227698846197,0.6445539568838534,297
ally,0.02705616018713124,0.6423639173453815,297
 box,0.027225905272892214,0.5890755676597746,396
 II,0.02734427874121137,0.6388242370468468,297
 global,0.027473615792320327,0.5856897694142732,396
 facilit,0.02748522625432064,0.4700633767780108,693
 groups,0.027490492872896902,0.5036763119526454,594
 gun,0.02752749258008236,0.503102027143453,594
 printing,0.02797179947523009,0.5346776805121275,495
in,0.028329221214536373,0.14312301489271015,2673
 fun,0.028495740634867237,0.45389022620562913,693
 name,0.02877080222646067,0.2123121880243301,1881
ette,0.02883068797491463,0.5222027247954225,495
...,0.029019445276303266,0.6184078875059132,297
 win,0.029349856282421267,0.312128752035089,1188
 Peninsula,0.02937196071172026,0.5144183245365984,495
 comments,0.029664662410439465,0.4705241607881368,594
 free,0.02969241170805179,0.1759467460975378,2079
/,0.029718106496148495,0.004788195814306217,9009
board,0.029794404756021874,0.4335728205126394,693
iv,0.029970743826915325,0.6069416301100403,297
 military,0.030128693904383805,0.5499774757948446,396
 water,0.03052298234768098,0.07662492257368814,3366
 Old,0.030749759432373132,0.5976229467631521,297
ur,0.030881668061978007,0.1925656148552493,1782
ling,0.031001348577909725,0.4151697580355666,693
field,0.03127462640353191,0.35110226605486156,891
ch,0.03129145642423639,0.3791605150036791,792
 interesting,0.031306560958606455,0.446306782969094,594
 Information,0.03133874064923488,0.5340639099360591,396
 century,0.03151734181854522,0.48416614962246013,495
 mental,0.03154800681583254,0.4837408246387937,495
ward,0.031613556182425305,0.5873664234062155,297
 Virgin,0.03172174508432395,0.5860875462259164,297
my,0.03188668468297445,0.47905681634371355,495
 explosives,0.032086497832422976,0.5817853835874723,297
 System,0.032191434240037765,0.522990802068445,396
 workflow,0.03240240161230025,0.43054546469393934,594
 friend,0.03242748745693475,0.2450306464843853,1287
 [,0.03261542964671538,0.5755729930533197,297
 Bridge,0.032884028819170505,0.572430234118559,297
ocker,0.03302871591950337,0.5122332554747193,396
state,0.03318734635685752,0.5102081745551164,396
j,0.03321454743740385,0.3826457194392832,693
 Version,0.033242379067793315,0.5682500070277829,297
 problem,0.033296816808890344,0.2514792788520572,1188
 W,0.033373316939785826,0.15906703162081134,1782
 News,0.03340485361041394,0.04614096135673534,3564
 Features,0.03342018948643587,0.5661812188690857,297
 now,0.033447724300307735,0.11057234027735831,2277
 rumors,0.03362215251003862,0.5638357910299174,297
ered,0.03371361537593393,0.5627751528674756,297
ions,0.03374918771505536,0.5030693837974908,396
 main,0.033751224174229065,0.5623393050631388,297
 welcome,0.033800040447242795,0.5617738160052496,297
b,0.03395875072670349,0.19090743115970424,1485
 Fre,0.03399287699860371,0.40825281727033064,594
—,0.03423481785077791,0.44727028253191636,495
re,0.03449790493461372,0.045357327472850366,3366
 blade,0.03461682280855128,0.3628690334260727,693
 partnered,0.03464104928260513,0.5520747330801721,297
ine,0.03481864653529316,0.36007615600752946,693
 request,0.03487564435764456,0.43880783654009414,495
 millions,0.034917781471643726,0.5489012542752557,297
 myself,0.03493343691068218,0.43804919118258745,495
r,0.03500725051914513,0.2483909967161525,1089
 administered,0.035045653149999335,0.4867991810013141,396
 Silver,0.03505178336789441,0.4867229275256517,396
 Friday,0.035084344126469436,0.5469954931050401,297
 more,0.03519927549017856,0.00040348854449590325,10098
anya,0.035214224849404605,0.5455117004802055,297
 CT,0.03530791489426104,0.5444425949209343,297
 From,0.03563041061700089,0.5407705062645107,297
 day,0.03570128658552681,0.05172212177808271,2970
 average,0.03579293397150913,0.42685562636849483,495
 And,0.036106445780759604,0.2136505524581408,1188
ab,0.0361255549707435,0.3794617461921473,594
 coach,0.036333265143852385,0.307145039541392,792
 jewelry,0.03663652129571735,0.5293941873882088,297
cyclopedia,0.036653536698793766,0.41581600482608416,495
 travel,0.036713167511615956,0.22606743883685443,1089
 sound,0.03680195457980853,0.33335095407904886,693
ICE,0.0369896700098451,0.5254299643374307,297
 Power,0.037027490685155304,0.3303948492240392,693
 target,0.03744159734713729,0.5203790470245332,297
 long,0.03745680661219596,0.14910077877484876,1485
 vote,0.03746639332951397,0.29229416331432234,792
 Series,0.03746702100773444,0.5200956437343351,297
 jobs,0.03757992339832883,0.4041224219342695,495
""",",0.037704125098807814,0.4543414219127704,396
ley,0.03784768387581203,0.09224830156867425,1980
 plans,0.037995154369955035,0.5142263793792473,297
 economic,0.038160560285560155,0.44889358101904625,396
 moist,0.03818278927667127,0.5121494317326263,297
 injured,0.03823354304507442,0.5115883826529252,297
 big,0.03854452164578566,0.34835684377667847,594
 kitchen,0.03879004197005704,0.14892034025770454,1386
aya,0.038820406596086106,0.4410835764879035,396
 page,0.038833504595610614,0.18103191500328267,1188
he,0.03888643227695135,0.24623025301337484,891
 leather,0.03898529635208164,0.3054478086608702,693
ED,0.039015968346945956,0.38638831369109655,495
iley,0.03918731467151378,0.43677459013401204,396
 Journal,0.039443300354159626,0.3372237411245087,594
 middle,0.03947478566977865,0.4979672691097166,297
ellig,0.03952495300156948,0.4974208101041971,297
 oven,0.03968704460911756,0.33424426304930926,594
 paid,0.03973022146321435,0.49518819065027275,297
ful,0.03975885283111859,0.2357844400683787,891
rent,0.03976820451721896,0.49477564951253244,297
 durable,0.04004067142439832,0.49182170031367006,297
 Martha,0.04012069426955319,0.42592247544124967,396
 above,0.04012852657729487,0.328890923977691,594
 T,0.04048946511086573,0.03632884011477184,2673
based,0.0405434081638299,0.13138828902622118,1386
up,0.04058215524779343,0.2262174872958724,891
 cre,0.04059824920428742,0.4204312579210839,396
ad,0.04126884105258972,0.31532169178867986,594
"?""",0.04126962705702043,0.35953039928116565,495
 18,0.04131921939336105,0.11147374586507652,1485
 left,0.041345495160195214,0.35864707318815425,495
store,0.04152225835790574,0.4759252197467358,297
 carbon,0.041538113411169884,0.4757566343919982,297
 X,0.0418622112208375,0.16744148857677174,1089
an,0.042105940043280395,0.049438852337237195,2178
 stellar,0.04236391988126908,0.1829050263614855,990
 District,0.042735594122728975,0.22962107509687463,792
tons,0.04279184029011676,0.46252952816097503,297
 Times,0.04290589751329957,0.25933106119452204,693
 VE,0.04294377922152503,0.4609405218295749,297
 text,0.04297343437520282,0.46063073705452584,297
 states,0.043252096337314055,0.390678925200971,396
 American,0.043338109644423806,0.3359358443667442,495
 fields,0.04342375626297362,0.4559408274464269,297
 costs,0.04352354428919941,0.28958688801084254,594
 times,0.04356334686230612,0.1708095356386654,990
ave,0.04366276602437405,0.4534625401140446,297
 limited,0.04368956233514508,0.33202797538014966,495
 surveillance,0.04372784918634374,0.4527890065397795,297
 white,0.04392233047634745,0.19024433271816613,891
rove,0.044105456137961185,0.44889233264038675,297
 death,0.04432840002871638,0.09901969096566972,1386
 rent,0.044546877032687136,0.4443612372109227,297
ke,0.04508629857629145,0.3167881808678146,495
ins,0.04528762923576437,0.20296584061175701,792
 grain,0.04535765507777564,0.2022675685341381,792
 dead,0.045375071327132636,0.23288816101264592,693
 roots,0.045427632104473085,0.2689836840151776,594
ate,0.04550117666126619,0.09039592357071137,1386
 modem,0.045671759693259886,0.43293271730218924,297
 sn,0.04570918810329166,0.43255538622808665,297
box,0.04609365677761595,0.4286903819704112,297
 negative,0.046341239411792384,0.4262120857379235,297
 money,0.04635343660730343,0.1450011207404841,990
 played,0.04680309463350604,0.42161121592498585,297
ik,0.04701875368800646,0.2964696671504685,495
ha,0.04723666605087409,0.34847584944491805,396
p,0.04732469765667156,0.05969123645612071,1584
 laws,0.047379628885743326,0.3470173218401368,396
 Cro,0.04752669790950198,0.4144614591862946,297
 workshop,0.04777362498732025,0.28877414942206464,495
 type,0.04789530747389694,0.2438085427376386,594
 response,0.04806368548130534,0.34009214769657026,396
ahl,0.048136709958192074,0.33935811939887595,396
 orders,0.048268247242975446,0.4072089221711413,297
azar,0.04845022416445573,0.33621824692080093,396
 market,0.048633788050257344,0.01775097820955927,2376
 Bel,0.048689593207841296,0.4031218175291121,297
 later,0.048703418095485514,0.14633487329670028,891
 international,0.04919701647573796,0.1958203601629243,693
ices,0.049212993980330244,0.1664725797765103,792
 European,0.049489113385714004,0.3954339266571757,297
 ago,0.04951945727534864,0.06532487963712999,1386
 gameplay,0.04961637121581826,0.3942184462857075,297
 loss,0.04995174752419757,0.32143952982331087,396
 silver,0.05007532248999075,0.3202423570283292,396
 local,0.050213456640536724,0.09768418563956474,1089
 PM,0.05041576204114593,0.1849600552840368,693
 evolution,0.05087354212524237,0.3823320733116577,297
 Security,0.051339403471573924,0.3081631724933335,396
 tag,0.051406503295623525,0.37735969770818584,297
io,0.051719948258555734,0.37445395470096593,297
IS,0.051786827632705396,0.2075461209884336,594
 shown,0.05183022399022783,0.24972892429307786,495
 list,0.051961507021954886,0.02827624686219946,1782
ree,0.05198613402921707,0.3021008509448659,396
ounded,0.05214415508807201,0.37054340049197326,297
 dollars,0.05222420086051428,0.24614282119749165,495
 law,0.0522256087229643,0.03216182077157988,1683
 system,0.05231982762978934,0.11861728884896656,891
 police,0.05256741985025599,0.0593872051979911,1287
 POS,0.05278817447916066,0.24107223180981657,495
se,0.05279966907919484,0.1987833900650892,594
 Fund,0.05308699750656249,0.11330321207700743,891
In,0.05315155643947752,0.3613582458042416,297
 plated,0.05350615602558194,0.3581592152222412,297
 lines,0.05357862770031756,0.2875122516901155,396
 decisions,0.05362407799202196,0.35709931847234955,297
 price,0.0538049187522757,0.19035618763412546,594
ible,0.05437452729851274,0.22720428642934157,495
 Kon,0.05438675306945063,0.3502918479123321,297
" """,0.05441253629199558,3.211389581588681e-07,8811
pm,0.05445283968098482,0.10430748852046695,891
see,0.05445586623624562,0.2796816613650856,396
 recipe,0.054487185134668374,0.05066948759318365,1287
rape,0.05452853920020851,0.34903538282941815,297
 Island,0.054655210936344206,0.347915268592072,297
 Stone,0.054704216558781514,0.3474825395897226,297
 beauty,0.05483242831762588,0.3463520174828984,297
 theory,0.05487751740344464,0.3459549937576499,297
ion,0.0548956663645327,0.12267920086580553,792
om,0.05504145358296864,0.27453558323623733,396
 security,0.05513703668789532,0.12104014372495388,792
 Ar,0.055290661268387595,0.14594476965342126,693
 renov,0.0555179565052456,0.3403468995175175,297
 delivery,0.05585679384830659,0.3374034006019432,297
 seat,0.05630361236677199,0.33354682764838667,297
 other,0.05647591014630273,1.832309786383429e-06,7128
 Out,0.05657745007456977,0.33119732518790274,297
 early,0.05659913250712943,0.3310117479593601,297
aren,0.05670431366295366,0.20788037054844513,495
 look,0.05672741919048224,0.006776990822229186,2277
rol,0.05678127557615611,0.3294554510848028,297
au,0.056920507982301895,0.10945382052997145,792
 films,0.05704741841955427,0.1649639900128573,594
her,0.057122992344485285,0.16440408969602757,594
 Road,0.057189806154282055,0.08799054553373829,891
g,0.05742600949901838,0.0051098744779182765,2376
 regular,0.05749642366409666,0.16165841091829813,594
 Info,0.05757706097148558,0.32271138792829546,297
ically,0.05763508039037063,0.16064776755437465,594
 Ice,0.05810271795992098,0.3183060722935363,297
 Tennessee,0.05832849315274172,0.316426031789016,297
 forces,0.058732981797076624,0.3130760028880677,297
 computer,0.05891632551800141,0.12125862672346062,693
 built,0.058945888635955394,0.09737685330265128,792
 run,0.059285595928115394,0.308536868522892,297
 scientist,0.05941554782713491,0.18692298445475117,495
CC,0.059482071482041245,0.2376097173335407,396
 features,0.05951414903905076,0.014610928004245878,1683
2017,0.059896141392448005,0.3035724873860562,297
 reviews,0.06002808142445389,0.3025066531759113,297
 opera,0.06022876105066965,0.14260974362180526,594
 film,0.060852823590295986,0.06943687134784227,891
 plot,0.06095990149818463,0.29504982181695705,297
qu,0.060989202078380295,0.294817349907995,297
ay,0.06109572525809991,0.08574631569084894,792
 Christmas,0.06128288662417335,0.22367921041371977,396
 body,0.06135419297967083,0.04294234070074788,1089
ze,0.06161512386419428,0.22117405312788865,396
og,0.061731141997776316,0.2889714608743198,297
 back,0.06184855756490555,0.001693268181591654,2574
 Sid,0.061892850465269156,0.28770771424090347,297
mail,0.06191773854628763,0.21890974939446,396
inity,0.06192072893091741,0.13170636527699842,594
New,0.0620840665182044,0.2862181600039527,297
click,0.06215706900775611,0.2856508474273106,297
 Gy,0.062249041580770645,0.2164498585511126,396
ell,0.0626667283884671,0.048699951132340796,990
ita,0.0629183667160971,0.16220578411841202,495
ja,0.06296062813592321,0.2794562542644027,297
 recommend,0.0630267863589719,0.2789503238098704,297
 Connecticut,0.063338368967547,0.27657590131470355,297
 Vegas,0.06338752808632758,0.2081479286416226,396
 series,0.06341036698665357,0.0006748993908775447,2871
e,0.06341793562448833,0.03639426182606619,1089
 wedding,0.0634425614862344,0.018169129506134852,1386
iment,0.06350380172952887,0.20731317650719677,396
al,0.06353911915959873,0.0006580284654283152,2871
eline,0.06359820896977984,0.2746062958898139,297
 Wed,0.06370202851134532,0.2738220076435696,297
ak,0.06402037207261162,0.09217880508224083,693
 future,0.06414714152964993,0.008479570375109451,1683
 Black,0.06446356292933057,0.15211875901834168,495
is,0.06476290977777027,0.004955958735780956,1881
 meat,0.06487686314302364,0.19763818023646249,396
 students,0.06519904600800115,0.003702789832479569,1980
 line,0.06531420786076177,0.039911713536321565,990
 Carlos,0.06557274172163657,0.2599507328521297,297
 article,0.06558008625019349,0.03046532917433802,1089
 episode,0.06588790580342616,0.08305220290843421,693
 pair,0.06606827343177964,0.1895134514283083,396
 course,0.06615236856628638,0.06277371858848196,792
 family,0.06617166386458011,0.0012495256445371789,2376
 applications,0.06652047286816544,0.047141961574512246,891
 award,0.06654123392045622,0.25296282013125326,297
 businesses,0.06683130935887031,0.18444042606789765,396
ich,0.06685916260400858,0.04602631059612605,891
iding,0.06708237799438842,0.24911553755609783,297
 Ma,0.06789600114934356,0.1775301866316577,396
ail,0.06812852375553519,0.17604691797401548,396
9,0.06825773302761504,0.07253771567679441,693
im,0.06859559222624813,0.023591241631355057,1089
 Afghanistan,0.06861812870645115,0.1273602206075096,495
 became,0.06873049430516795,0.2376496312119052,297
 Po,0.06877829308264417,0.23732272379565503,297
 lens,0.06909020356421434,0.03921862380571124,891
DB,0.06946439581426143,0.23266510674909852,297
 Last,0.06955992269620302,0.23202177430307913,297
 wall,0.06960706893452488,0.03776944736094948,891
 button,0.06989910178034082,0.06591307497801865,693
els,0.06998093058124293,0.027678263963018448,990
illi,0.06999191946933139,0.16449123058117898,396
 eye,0.07020086493211919,0.22773778925861202,297
""".",0.07041015772885899,0.22635112260710571,297
arm,0.07046491406302116,0.08618128677376287,594
 filled,0.07052234956395634,0.22561026948730334,297
 product,0.07086097835917873,0.008314545857772948,1386
 Ohio,0.07111036608861684,0.11408242893464138,495
Men,0.07119924969421274,0.08294967125686367,594
ores,0.07135528538104861,0.11283851232503547,495
 chapter,0.07149274280682288,0.04428527099783884,792
 countries,0.07170412118844435,0.21791097957131764,297
 true,0.07218654412586781,0.0787599693276404,594
 enough,0.07220912351399954,0.04219540198784125,792
 care,0.07270071422533712,0.07664700453466089,594
if,0.07285400087910716,0.14786417377100977,396
 brackets,0.07312775108457895,0.20888781934304756,297
 responsible,0.07349150640904992,0.07348745375729376,594
 robot,0.07356396867077086,0.20617769376617678,297
less,0.07378593961855227,0.005991492287537255,1386
 theme,0.07400623534464654,0.14154373302254117,396
 addition,0.07401146981047198,0.05147501933059732,693
 online,0.07475410729289397,0.0039477184647480085,1485
V,0.07483060376745937,0.06838001604749544,594
 conditions,0.07510039643729985,0.018111454182344604,990
ER,0.07521326575336487,0.06697519622068136,594
 government,0.07538091349290046,0.0472965352009567,693
 expertise,0.07544074858583467,0.19480738927154292,297
stone,0.07559170122404334,0.09296480046644295,495
 store,0.0756163368083205,0.06552116949092428,594
 suffering,0.07580903908289958,0.0648352491981236,594
ans,0.07608759885334997,0.016643603942009665,990
 excited,0.07616051783018672,0.19057040936376896,297
ided,0.07642309085519239,0.12896049776904875,396
